polling_firm	variable	value	date	wikidata_id
Piepoli	UdC	6	2009-01-04	Q47781
Euromedia	IdV	6.4	2009-12-21	Q47768
Digis	IdV	7	2009-12-19	Q47768
Euromedia	IdV	6.5	2009-12-17	Q47768
Ipsos	IdV	6.9	2009-12-14	Q47768
GPG	IdV	6.8	2009-12-12	Q47768
Lorien	IdV	7	2009-12-04	Q47768
SpinCon	IdV	6.1	2009-11-30	Q47768
Digis	IdV	7	2009-11-28	Q47768
Ipsos	IdV	7.4	2009-11-27	Q47768
Ipsos	IdV	7.3	2009-11-23	Q47768
SpinCon	IdV	6.1	2009-11-23	Q47768
ISPO	IdV	7.7	2009-11-19	Q47768
Piepoli	IdV	7	2009-11-16	Q47768
GPG	IdV	6.5	2009-11-16	Q47768
Euromedia	IdV	7.3	2009-11-13	Q47768
SpinCon	IdV	6.4	2009-11-11	Q47768
Ipsos	IdV	7.6	2009-11-09	Q47768
Digis	IdV	7.8	2009-11-07	Q47768
Crespi	IdV	7	2009-11-03	Q47768
Ipsos	IdV	7.8	2009-10-26	Q47768
Digis	IdV	8.3	2009-10-24	Q47768
Digis	IdV	8.5	2009-10-17	Q47768
Euromedia	IdV	8.4	2009-10-05	Q47768
Crespi	IdV	6	2009-10-02	Q47768
Ipsos	IdV	8.1	2009-09-28	Q47768
Crespi	IdV	8	2009-09-07	Q47768
Digis	IdV	8.5	2009-09-05	Q47768
Crespi	IdV	8.5	2009-07-27	Q47768
Digis	IdV	8.5	2009-07-18	Q47768
Digis	IdV	7.8	2009-05-20	Q47768
Lorien	IdV	7.2	2009-05-20	Q47768
TP	IdV	6.1	2009-05-20	Q47768
Demopolis	IdV	8	2009-05-20	Q47768
ISPO	IdV	8.5	2009-05-19	Q47768
Crespi	IdV	7.2	2009-05-19	Q47768
Ipsos	IdV	9.2	2009-05-18	Q47768
Digis	IdV	7.5	2009-05-17	Q47768
Demos&Pi	IdV	8.2	2009-05-15	Q47768
Lorien	IdV	7.6	2009-05-15	Q47768
Demopolis	IdV	7.5	2009-05-13	Q47768
TP	IdV	6.6	2009-05-12	Q47768
Ipsos	IdV	9.4	2009-05-11	Q47768
Piepoli	IdV	7	2009-05-11	Q47768
Crespi	IdV	7	2009-05-11	Q47768
Digis	IdV	8.2	2009-05-10	Q47768
Euromedia	IdV	6.4	2009-05-08	Q47768
Lorien	IdV	7.3	2009-05-08	Q47768
PoliticaLink	IdV	7.2	2009-05-07	Q47768
TP	IdV	7.7	2009-05-07	Q47768
Ipsos	IdV	9	2009-05-05	Q47768
Digis	IdV	8.4	2009-05-02	Q47768
Crespi	IdV	7	2009-04-30	Q47768
PoliticaLink	IdV	7.5	2009-04-30	Q47768
Ipsos	IdV	9	2009-04-29	Q47768
TP	IdV	7.3	2009-04-29	Q47768
Demopolis	IdV	7.5	2009-04-28	Q47768
Digis	IdV	8.2	2009-04-26	Q47768
TP	IdV	5.9	2009-04-26	Q47768
Crespi	IdV	6	2009-04-22	Q47768
Lorien	IdV	7.1	2009-04-21	Q47768
Ipsos	IdV	9.2	2009-04-20	Q47768
Digis	IdV	7.7	2009-04-18	Q47768
Digis	IdV	7.8	2009-04-10	Q47768
Lorien	IdV	7.4	2009-03-31	Q47768
Digis	IdV	8	2009-03-28	Q47768
AnalisiPolitica	IdV	9.1	2009-03-24	Q47768
Euromedia	IdV	7.3	2009-03-23	Q47768
Crespi	IdV	7	2009-03-23	Q47768
Demos&Pi	IdV	8.6	2009-03-23	Q47768
Digis	IdV	8.3	2009-03-21	Q47768
Ipsos	IdV	9.7	2009-03-16	Q47768
Euromedia	IdV	7.5	2009-03-14	Q47768
Digis	IdV	8.5	2009-03-14	Q47768
Coesis	IdV	8	2009-03-10	Q47768
Crespi	IdV	8	2009-03-06	Q47768
Euromedia	IdV	7.5	2009-02-28	Q47768
Digis	IdV	9.5	2009-02-28	Q47768
IPR	IdV	8	2009-02-27	Q47768
Ipsos	IdV	9.7	2009-02-23	Q47768
Digis	IdV	10	2009-02-21	Q47768
Crespi	IdV	8	2009-02-20	Q47768
Crespi	IdV	6	2009-01-22	Q47768
Ipsos	IdV	9.5	2009-01-12	Q47768
SWG	IdV	8.5	2009-01-08	Q47768
Piepoli	IdV	6.5	2009-01-04	Q47768
Euromedia	SEL	1.9	2009-12-21	Q286140
Digis	SEL	1.5	2009-12-19	Q286140
Euromedia	SEL	2.2	2009-12-17	Q286140
Ipsos	SEL	2	2009-12-14	Q286140
GPG	SEL	2.1	2009-12-12	Q286140
Lorien	SEL	2.5	2009-12-04	Q286140
SpinCon	SEL	1.7	2009-11-30	Q286140
Digis	SEL	1.7	2009-11-28	Q286140
Ipsos	SEL	1.9	2009-11-27	Q286140
Ipsos	SEL	1.9	2009-11-23	Q286140
SpinCon	SEL	2.1	2009-11-23	Q286140
ISPO	SEL	2.6	2009-11-19	Q286140
Piepoli	SEL	3	2009-11-16	Q286140
GPG	SEL	2.6	2009-11-16	Q286140
Euromedia	SEL	2.1	2009-11-13	Q286140
SpinCon	SEL	1.9	2009-11-11	Q286140
Ipsos	SEL	2.2	2009-11-09	Q286140
Digis	SEL	1.3	2009-11-07	Q286140
Crespi	SEL	1.2	2009-11-03	Q286140
Digis	SEL	1.3	2009-10-24	Q286140
Digis	SEL	1.5	2009-10-17	Q286140
Euromedia	SEL	2.8	2009-10-05	Q286140
Crespi	SEL	1.7	2009-10-02	Q286140
Crespi	SEL	2	2009-09-07	Q286140
Digis	SEL	2.5	2009-09-05	Q286140
Crespi	SEL	2.1	2009-07-27	Q286140
Digis	SEL	3	2009-07-18	Q286140
Digis	SEL	3.6	2009-05-20	Q286140
Lorien	SEL	3	2009-05-20	Q286140
TP	SEL	3.1	2009-05-20	Q286140
Demopolis	SEL	2.5	2009-05-20	Q286140
ISPO	SEL	2	2009-05-19	Q286140
Crespi	SEL	2.4	2009-05-19	Q286140
Ipsos	SEL	2.6	2009-05-18	Q286140
Digis	SEL	3.5	2009-05-17	Q286140
Demos&Pi	SEL	3.1	2009-05-15	Q286140
Lorien	SEL	3.4	2009-05-15	Q286140
Demopolis	SEL	2.8	2009-05-13	Q286140
TP	SEL	1.9	2009-05-12	Q286140
Ipsos	SEL	2.9	2009-05-11	Q286140
Crespi	SEL	2.2	2009-05-11	Q286140
Digis	SEL	3	2009-05-10	Q286140
Euromedia	SEL	2.8	2009-05-08	Q286140
Lorien	SEL	3.7	2009-05-08	Q286140
PoliticaLink	SEL	2.8	2009-05-07	Q286140
TP	SEL	3.1	2009-05-07	Q286140
Ipsos	SEL	2.9	2009-05-05	Q286140
Digis	SEL	2.2	2009-05-02	Q286140
Crespi	SEL	2.2	2009-04-30	Q286140
PoliticaLink	SEL	2.7	2009-04-30	Q286140
Ipsos	SEL	2.5	2009-04-29	Q286140
TP	SEL	3.4	2009-04-29	Q286140
Demopolis	SEL	3	2009-04-28	Q286140
Digis	SEL	2.1	2009-04-26	Q286140
TP	SEL	2.8	2009-04-26	Q286140
Crespi	SEL	2.5	2009-04-22	Q286140
Lorien	SEL	3.6	2009-04-21	Q286140
Ipsos	SEL	3	2009-04-20	Q286140
Digis	SEL	2.2	2009-04-18	Q286140
Digis	SEL	2	2009-04-10	Q286140
Lorien	SEL	3.1	2009-03-31	Q286140
Digis	SEL	2	2009-03-28	Q286140
AnalisiPolitica	SEL	2.6	2009-03-24	Q286140
Euromedia	SEL	2.4	2009-03-23	Q286140
Crespi	SEL	3.8	2009-03-23	Q286140
Demos&Pi	SEL	2.8	2009-03-23	Q286140
Digis	SEL	2.7	2009-03-21	Q286140
Ipsos	SEL	3.4	2009-03-16	Q286140
Euromedia	SEL	2.1	2009-03-14	Q286140
Digis	SEL	2.5	2009-03-14	Q286140
Coesis	SEL	6	2009-03-10	Q286140
Crespi	SEL	3.3	2009-03-06	Q286140
Euromedia	SEL	3.7	2009-02-28	Q286140
Digis	SEL	2.5	2009-02-28	Q286140
IPR	SEL	6	2009-02-27	Q286140
Digis	SEL	2	2009-02-21	Q286140
Crespi	SEL	3.5	2009-02-20	Q286140
GPG	M5S	0.9	2009-12-12	Q47817
SpinCon	M5S	0.6	2009-11-30	Q47817
SpinCon	M5S	0.6	2009-11-23	Q47817
GPG	M5S	1.5	2009-11-16	Q47817
Crespi	M5S	1.5	2009-11-03	Q47817
Crespi	M5S	3	2009-10-02	Q47817
GPG	PdL	27.3	2010-12-28	Q47720
Demos&Pi	PdL	28.6	2010-12-21	Q47720
Demopolis	PdL	28	2010-12-20	Q47720
IPR	PdL	29.5	2010-12-19	Q47720
IPR	PdL	29	2010-12-19	Q47720
Digis	PdL	30.7	2010-12-18	Q47720
Ipsos	PdL	27.2	2010-12-17	Q47720
CFI Group	PdL	31.6	2010-12-17	Q47720
IPR	PdL	29.5	2010-12-16	Q47720
Lorien	PdL	29.9	2010-12-16	Q47720
EMG	PdL	30.3	2010-12-16	Q47720
Demopolis	PdL	28.5	2010-12-16	Q47720
Euromedia	PdL	30.2	2010-12-14	Q47720
ISPO	PdL	31.8	2010-12-14	Q47720
CFI Group	PdL	32.5	2010-12-10	Q47720
Coesis	PdL	29.8	2010-12-10	Q47720
Tecnè	PdL	34.4	2010-12-10	Q47720
IPR	PdL	29	2010-12-09	Q47720
ISPO	PdL	27.6	2010-12-09	Q47720
EMG	PdL	28.9	2010-12-09	Q47720
Lorien	PdL	28.2	2010-12-08	Q47720
Demopolis	PdL	26	2010-12-07	Q47720
Ipsos	PdL	27.4	2010-12-06	Q47720
GPG	PdL	26.3	2010-12-03	Q47720
CFI Group	PdL	32.2	2010-12-03	Q47720
EMG	PdL	28.2	2010-12-02	Q47720
Crespi	PdL	26.3	2010-11-30	Q47720
Ipsos	PdL	27.1	2010-11-29	Q47720
Digis	PdL	26.7	2010-11-27	Q47720
Euromedia	PdL	29.1	2010-11-27	Q47720
CFI Group	PdL	30.1	2010-11-26	Q47720
ScenariPolitici	PdL	27.9	2010-11-26	Q47720
EMG	PdL	28.5	2010-11-25	Q47720
Ipsos	PdL	26.6	2010-11-22	Q47720
CFI Group	PdL	28.5	2010-11-19	Q47720
EMG	PdL	27.8	2010-11-18	Q47720
Lorien	PdL	27.1	2010-11-17	Q47720
Crespi	PdL	26	2010-11-16	Q47720
Demos&Pi	PdL	26.3	2010-11-16	Q47720
Piepoli	PdL	31	2010-11-15	Q47720
Ipsos	PdL	26.3	2010-11-15	Q47720
IPR	PdL	28.5	2010-11-15	Q47720
Euromedia	PdL	29	2010-11-13	Q47720
Digis	PdL	26.9	2010-11-13	Q47720
CFI Group	PdL	28.1	2010-11-12	Q47720
SWG	PdL	24.5	2010-11-12	Q47720
ISPO	PdL	26.5	2010-11-11	Q47720
EMG	PdL	28.5	2010-11-11	Q47720
GPG	PdL	26	2010-11-10	Q47720
Crespi	PdL	26	2010-11-09	Q47720
Demopolis	PdL	27	2010-11-09	Q47720
Ipsos	PdL	26.5	2010-11-08	Q47720
Euromedia	PdL	29	2010-11-08	Q47720
Digis	PdL	27.7	2010-11-06	Q47720
CFI Group	PdL	29.6	2010-11-05	Q47720
IPR	PdL	28.5	2010-11-04	Q47720
SWG	PdL	24	2010-11-04	Q47720
EMG	PdL	28.7	2010-11-04	Q47720
Ipsos	PdL	28.3	2010-11-02	Q47720
AnalisiPolitica	PdL	28.9	2010-11-02	Q47720
Crespi	PdL	27	2010-11-01	Q47720
Coesis	PdL	30.5	2010-10-30	Q47720
Euromedia	PdL	30	2010-10-29	Q47720
CFI Group	PdL	27.2	2010-10-29	Q47720
ISPO	PdL	27.9	2010-10-28	Q47720
EMG	PdL	28.8	2010-10-28	Q47720
ScenariPolitici	PdL	27.3	2010-10-28	Q47720
Ipsos	PdL	29.5	2010-10-28	Q47720
Ipsos	PdL	29	2010-10-25	Q47720
Euromedia	PdL	30	2010-10-25	Q47720
Crespi	PdL	27.8	2010-10-25	Q47720
CFI Group	PdL	28	2010-10-22	Q47720
EMG	PdL	28.9	2010-10-21	Q47720
SWG	PdL	26.5	2010-10-20	Q47720
Crespi	PdL	28	2010-10-18	Q47720
Lorien	PdL	28.5	2010-10-18	Q47720
CFI Group	PdL	28.2	2010-10-15	Q47720
EMG	PdL	29.5	2010-10-14	Q47720
GPG	PdL	27.8	2010-10-12	Q47720
Crespi	PdL	28.2	2010-10-11	Q47720
CFI Group	PdL	29.8	2010-10-08	Q47720
Ipsos	PdL	29	2010-10-04	Q47720
ISPO	PdL	29	2010-10-04	Q47720
Crespi	PdL	28.5	2010-10-04	Q47720
Euromedia	PdL	30.9	2010-10-02	Q47720
CFI Group	PdL	30.2	2010-10-01	Q47720
IPR	PdL	30	2010-10-01	Q47720
ScenariPolitici	PdL	29.2	2010-09-29	Q47720
Crespi	PdL	29	2010-09-27	Q47720
CFI Group	PdL	27	2010-09-24	Q47720
Crespi	PdL	29	2010-09-20	Q47720
GPG	PdL	28.6	2010-09-18	Q47720
IPR	PdL	30	2010-09-16	Q47720
Demopolis	PdL	29	2010-09-15	Q47720
Ipsos	PdL	29.4	2010-09-13	Q47720
Euromedia	PdL	32	2010-09-11	Q47720
ISPO	PdL	30.7	2010-09-10	Q47720
Demos&Pi	PdL	29.8	2010-09-10	Q47720
SWG	PdL	27	2010-09-09	Q47720
Crespi	PdL	30	2010-09-08	Q47720
GPG	PdL	28.5	2010-09-05	Q47720
Digis	PdL	30.6	2010-09-04	Q47720
ISPO	PdL	29.7	2010-09-02	Q47720
Lorien	PdL	29.9	2010-09-01	Q47720
Crespi	PdL	30	2010-08-25	Q47720
GPG	PdL	27.2	2010-08-16	Q47720
ScenariPolitici	PdL	28.4	2010-08-04	Q47720
GPG	PdL	27.1	2010-08-01	Q47720
Crespi	PdL	28.5	2010-07-28	Q47720
Demopolis	PdL	33	2010-07-25	Q47720
Digis	PdL	34.2	2010-07-24	Q47720
Ipsos	PdL	33	2010-07-20	Q47720
Lorien	PdL	32.2	2010-07-19	Q47720
Digis	PdL	34.7	2010-07-17	Q47720
GPG	PdL	29.8	2010-07-15	Q47720
ScenariPolitici	PdL	31.3	2010-07-03	Q47720
GPG	PdL	30.4	2010-06-26	Q47720
Ipsos	PdL	34.2	2010-06-20	Q47720
GPG	PdL	30.3	2010-06-17	Q47720
Demos&Pi	PdL	33.2	2010-06-09	Q47720
GPG	PdL	30.1	2010-06-02	Q47720
ScenariPolitici	PdL	32.1	2010-05-30	Q47720
GPG	PdL	31	2010-05-13	Q47720
Ipsos	PdL	35.1	2010-05-03	Q47720
GPG	PdL	31.4	2010-04-24	Q47720
Digis	PdL	37	2010-04-24	Q47720
ScenariPolitici	PdL	32.8	2010-04-15	Q47720
GPG	PdL	32.3	2010-04-08	Q47720
GPG	PdL	32.5	2010-03-11	Q47720
Digis	PdL	35.9	2010-03-11	Q47720
ISPO	PdL	37.1	2010-03-10	Q47720
TP	PdL	36	2010-03-05	Q47720
Crespi	PdL	36.5	2010-03-01	Q47720
Demos&Pi	PdL	36.8	2010-02-26	Q47720
Ipsos	PdL	37.2	2010-02-25	Q47720
Ipsos	PdL	36.6	2010-02-22	Q47720
Crespi	PdL	37	2010-02-22	Q47720
Lorien	PdL	35.7	2010-02-22	Q47720
Crespi	PdL	37.5	2010-02-15	Q47720
SWG	PdL	34	2010-02-14	Q47720
GPG	PdL	34.3	2010-02-11	Q47720
Crespi	PdL	38	2010-02-08	Q47720
SpinCon	PdL	38.1	2010-02-07	Q47720
Digis	PdL	38.6	2010-02-06	Q47720
ISPO	PdL	38	2010-02-04	Q47720
Ipsos	PdL	38.2	2010-02-01	Q47720
Euromedia	PdL	39.3	2010-01-30	Q47720
Crespi	PdL	38	2010-01-29	Q47720
GPG	PdL	34.2	2010-01-28	Q47720
Ipsos	PdL	38.1	2010-01-28	Q47720
IPR	PdL	37.5	2010-01-27	Q47720
Digis	PdL	39.2	2010-01-27	Q47720
Ipsos	PdL	38.5	2010-01-25	Q47720
Crespi	PdL	38.5	2010-01-25	Q47720
Digis	PdL	39	2010-01-23	Q47720
Ipsos	PdL	39	2010-01-11	Q47720
SWG	PdL	35	2010-01-11	Q47720
GPG	PdL	34.3	2010-01-10	Q47720
Digis	PdL	39	2010-01-09	Q47720
GPG	PD	23.4	2010-12-28	Q47729
Demos&Pi	PD	25.1	2010-12-21	Q47729
Demopolis	PD	25	2010-12-20	Q47729
IPR	PD	26.5	2010-12-19	Q47729
IPR	PD	25.5	2010-12-19	Q47729
Digis	PD	25.1	2010-12-18	Q47729
Ipsos	PD	24.7	2010-12-17	Q47729
CFI Group	PD	27.9	2010-12-17	Q47729
IPR	PD	26	2010-12-16	Q47729
Lorien	PD	24.2	2010-12-16	Q47729
EMG	PD	24.7	2010-12-16	Q47729
Demopolis	PD	25	2010-12-16	Q47729
Euromedia	PD	25.2	2010-12-14	Q47729
ISPO	PD	24.6	2010-12-14	Q47729
CFI Group	PD	30	2010-12-10	Q47729
Coesis	PD	26.9	2010-12-10	Q47729
Tecnè	PD	27.9	2010-12-10	Q47729
IPR	PD	26	2010-12-09	Q47729
ISPO	PD	25	2010-12-09	Q47729
EMG	PD	25.3	2010-12-09	Q47729
Lorien	PD	23	2010-12-08	Q47729
Demopolis	PD	24	2010-12-07	Q47729
Ipsos	PD	24.1	2010-12-06	Q47729
GPG	PD	22.3	2010-12-03	Q47729
CFI Group	PD	26.3	2010-12-03	Q47729
EMG	PD	25	2010-12-02	Q47729
Crespi	PD	23	2010-11-30	Q47729
Ipsos	PD	23.6	2010-11-29	Q47729
Digis	PD	24	2010-11-27	Q47729
Euromedia	PD	24.5	2010-11-27	Q47729
CFI Group	PD	27	2010-11-26	Q47729
ScenariPolitici	PD	21.9	2010-11-26	Q47729
EMG	PD	24.8	2010-11-25	Q47729
Ipsos	PD	23.8	2010-11-22	Q47729
CFI Group	PD	25.6	2010-11-19	Q47729
EMG	PD	25.2	2010-11-18	Q47729
Lorien	PD	24.5	2010-11-17	Q47729
Crespi	PD	23	2010-11-16	Q47729
Demos&Pi	PD	24.8	2010-11-16	Q47729
Piepoli	PD	25.5	2010-11-15	Q47729
Ipsos	PD	23.3	2010-11-15	Q47729
IPR	PD	26	2010-11-15	Q47729
Euromedia	PD	24.5	2010-11-13	Q47729
Digis	PD	24.2	2010-11-13	Q47729
CFI Group	PD	26.6	2010-11-12	Q47729
SWG	PD	24.5	2010-11-12	Q47729
ISPO	PD	24.2	2010-11-11	Q47729
EMG	PD	25.9	2010-11-11	Q47729
GPG	PD	23.3	2010-11-10	Q47729
Crespi	PD	23	2010-11-09	Q47729
Demopolis	PD	23.5	2010-11-09	Q47729
Ipsos	PD	23.4	2010-11-08	Q47729
Euromedia	PD	25	2010-11-08	Q47729
Digis	PD	24.4	2010-11-06	Q47729
CFI Group	PD	25.2	2010-11-05	Q47729
IPR	PD	26.5	2010-11-04	Q47729
SWG	PD	24.5	2010-11-04	Q47729
EMG	PD	25.9	2010-11-04	Q47729
Ipsos	PD	24.4	2010-11-02	Q47729
AnalisiPolitica	PD	25.3	2010-11-02	Q47729
Crespi	PD	24.5	2010-11-01	Q47729
Coesis	PD	28	2010-10-30	Q47729
Euromedia	PD	25	2010-10-29	Q47729
CFI Group	PD	24.4	2010-10-29	Q47729
ISPO	PD	25.5	2010-10-28	Q47729
EMG	PD	25.7	2010-10-28	Q47729
ScenariPolitici	PD	22.8	2010-10-28	Q47729
Ipsos	PD	24	2010-10-28	Q47729
Ipsos	PD	24.2	2010-10-25	Q47729
Euromedia	PD	25.2	2010-10-25	Q47729
Crespi	PD	25	2010-10-25	Q47729
CFI Group	PD	26.8	2010-10-22	Q47729
EMG	PD	26.4	2010-10-21	Q47729
SWG	PD	24	2010-10-20	Q47729
Crespi	PD	25.4	2010-10-18	Q47729
Lorien	PD	26.1	2010-10-18	Q47729
CFI Group	PD	25.1	2010-10-15	Q47729
EMG	PD	26	2010-10-14	Q47729
GPG	PD	24	2010-10-12	Q47729
Crespi	PD	25	2010-10-11	Q47729
CFI Group	PD	22.7	2010-10-08	Q47729
Ipsos	PD	25	2010-10-04	Q47729
ISPO	PD	24.9	2010-10-04	Q47729
Crespi	PD	24.2	2010-10-04	Q47729
Euromedia	PD	24.7	2010-10-02	Q47729
CFI Group	PD	23.1	2010-10-01	Q47729
IPR	PD	25	2010-10-01	Q47729
ScenariPolitici	PD	24.6	2010-09-29	Q47729
Crespi	PD	25.5	2010-09-27	Q47729
CFI Group	PD	23.1	2010-09-24	Q47729
Crespi	PD	25	2010-09-20	Q47729
GPG	PD	25.1	2010-09-18	Q47729
IPR	PD	24	2010-09-16	Q47729
Demopolis	PD	26.5	2010-09-15	Q47729
Ipsos	PD	25.7	2010-09-13	Q47729
Euromedia	PD	25	2010-09-11	Q47729
ISPO	PD	25.7	2010-09-10	Q47729
Demos&Pi	PD	26.5	2010-09-10	Q47729
SWG	PD	25	2010-09-09	Q47729
Crespi	PD	24.6	2010-09-08	Q47729
GPG	PD	24.7	2010-09-05	Q47729
Digis	PD	26.9	2010-09-04	Q47729
ISPO	PD	26.7	2010-09-02	Q47729
Lorien	PD	27	2010-09-01	Q47729
Crespi	PD	24	2010-08-25	Q47729
GPG	PD	25.6	2010-08-16	Q47729
ScenariPolitici	PD	24.2	2010-08-04	Q47729
GPG	PD	25.4	2010-08-01	Q47729
Crespi	PD	25	2010-07-28	Q47729
Demopolis	PD	27	2010-07-25	Q47729
Digis	PD	28.2	2010-07-24	Q47729
Ipsos	PD	26	2010-07-20	Q47729
Lorien	PD	27.1	2010-07-19	Q47729
Digis	PD	28.2	2010-07-17	Q47729
GPG	PD	26.3	2010-07-15	Q47729
ScenariPolitici	PD	25.6	2010-07-03	Q47729
GPG	PD	26.4	2010-06-26	Q47729
Ipsos	PD	26.1	2010-06-20	Q47729
GPG	PD	26.1	2010-06-17	Q47729
Demos&Pi	PD	27	2010-06-09	Q47729
GPG	PD	25.6	2010-06-02	Q47729
ScenariPolitici	PD	24.6	2010-05-30	Q47729
GPG	PD	24.8	2010-05-13	Q47729
Ipsos	PD	27	2010-05-03	Q47729
GPG	PD	25.2	2010-04-24	Q47729
Digis	PD	27.5	2010-04-24	Q47729
ScenariPolitici	PD	25.5	2010-04-15	Q47729
GPG	PD	25.8	2010-04-08	Q47729
GPG	PD	26.8	2010-03-11	Q47729
Digis	PD	28.9	2010-03-11	Q47729
ISPO	PD	30	2010-03-10	Q47729
TP	PD	28.1	2010-03-05	Q47729
Crespi	PD	28	2010-03-01	Q47729
Demos&Pi	PD	28	2010-02-26	Q47729
Ipsos	PD	29.8	2010-02-25	Q47729
Ipsos	PD	29.2	2010-02-22	Q47729
Crespi	PD	28	2010-02-22	Q47729
Lorien	PD	28.1	2010-02-22	Q47729
Crespi	PD	28	2010-02-15	Q47729
SWG	PD	28	2010-02-14	Q47729
GPG	PD	25.8	2010-02-11	Q47729
Crespi	PD	27.3	2010-02-08	Q47729
SpinCon	PD	27.7	2010-02-07	Q47729
Digis	PD	28.7	2010-02-06	Q47729
ISPO	PD	27.5	2010-02-04	Q47729
Ipsos	PD	29.7	2010-02-01	Q47729
Euromedia	PD	28.9	2010-01-30	Q47729
Crespi	PD	27.5	2010-01-29	Q47729
GPG	PD	25	2010-01-28	Q47729
Ipsos	PD	29.5	2010-01-28	Q47729
IPR	PD	27	2010-01-27	Q47729
Digis	PD	28.8	2010-01-27	Q47729
Ipsos	PD	29.5	2010-01-25	Q47729
Crespi	PD	27.7	2010-01-25	Q47729
Digis	PD	28.5	2010-01-23	Q47729
Ipsos	PD	29.3	2010-01-11	Q47729
SWG	PD	26.5	2010-01-11	Q47729
GPG	PD	26.5	2010-01-10	Q47729
Digis	PD	28.5	2010-01-09	Q47729
GPG	LN	12	2010-12-28	Q47750
Demos&Pi	LN	11.6	2010-12-21	Q47750
Demopolis	LN	12.5	2010-12-20	Q47750
IPR	LN	12	2010-12-19	Q47750
IPR	LN	12	2010-12-19	Q47750
Digis	LN	11.5	2010-12-18	Q47750
Ipsos	LN	12.4	2010-12-17	Q47750
CFI Group	LN	10.4	2010-12-17	Q47750
IPR	LN	12	2010-12-16	Q47750
Lorien	LN	11.7	2010-12-16	Q47750
EMG	LN	11.4	2010-12-16	Q47750
Demopolis	LN	12.2	2010-12-16	Q47750
Euromedia	LN	12.8	2010-12-14	Q47750
ISPO	LN	10.7	2010-12-14	Q47750
CFI Group	LN	8.7	2010-12-10	Q47750
Coesis	LN	10.2	2010-12-10	Q47750
Tecnè	LN	8.2	2010-12-10	Q47750
IPR	LN	12	2010-12-09	Q47750
ISPO	LN	12	2010-12-09	Q47750
EMG	LN	11.4	2010-12-09	Q47750
Lorien	LN	12.7	2010-12-08	Q47750
Demopolis	LN	12.5	2010-12-07	Q47750
Ipsos	LN	11.6	2010-12-06	Q47750
GPG	LN	12.7	2010-12-03	Q47750
CFI Group	LN	11.2	2010-12-03	Q47750
EMG	LN	11.7	2010-12-02	Q47750
Crespi	LN	12.2	2010-11-30	Q47750
Ipsos	LN	11.7	2010-11-29	Q47750
Digis	LN	12.4	2010-11-27	Q47750
Euromedia	LN	12.6	2010-11-27	Q47750
CFI Group	LN	11.1	2010-11-26	Q47750
ScenariPolitici	LN	11.7	2010-11-26	Q47750
EMG	LN	11.9	2010-11-25	Q47750
Ipsos	LN	12.2	2010-11-22	Q47750
CFI Group	LN	10.7	2010-11-19	Q47750
EMG	LN	12.2	2010-11-18	Q47750
Lorien	LN	12.3	2010-11-17	Q47750
Crespi	LN	12.5	2010-11-16	Q47750
Demos&Pi	LN	10.4	2010-11-16	Q47750
Piepoli	LN	10.5	2010-11-15	Q47750
Ipsos	LN	11.8	2010-11-15	Q47750
IPR	LN	12.5	2010-11-15	Q47750
Euromedia	LN	13	2010-11-13	Q47750
Digis	LN	12.3	2010-11-13	Q47750
CFI Group	LN	10.9	2010-11-12	Q47750
SWG	LN	12.5	2010-11-12	Q47750
ISPO	LN	11.8	2010-11-11	Q47750
EMG	LN	11.4	2010-11-11	Q47750
GPG	LN	12.8	2010-11-10	Q47750
Crespi	LN	13	2010-11-09	Q47750
Demopolis	LN	13	2010-11-09	Q47750
Ipsos	LN	11.6	2010-11-08	Q47750
Euromedia	LN	13.5	2010-11-08	Q47750
Digis	LN	12.3	2010-11-06	Q47750
CFI Group	LN	10.5	2010-11-05	Q47750
IPR	LN	12	2010-11-04	Q47750
SWG	LN	13	2010-11-04	Q47750
EMG	LN	11.7	2010-11-04	Q47750
Ipsos	LN	11.8	2010-11-02	Q47750
AnalisiPolitica	LN	12.1	2010-11-02	Q47750
Crespi	LN	13.5	2010-11-01	Q47750
Coesis	LN	9	2010-10-30	Q47750
Euromedia	LN	13	2010-10-29	Q47750
CFI Group	LN	10.9	2010-10-29	Q47750
ISPO	LN	12.5	2010-10-28	Q47750
EMG	LN	11.9	2010-10-28	Q47750
ScenariPolitici	LN	11.4	2010-10-28	Q47750
Ipsos	LN	11.3	2010-10-28	Q47750
Ipsos	LN	11.3	2010-10-25	Q47750
Euromedia	LN	12.7	2010-10-25	Q47750
Crespi	LN	13.5	2010-10-25	Q47750
CFI Group	LN	10.5	2010-10-22	Q47750
EMG	LN	11.8	2010-10-21	Q47750
SWG	LN	12	2010-10-20	Q47750
Crespi	LN	14	2010-10-18	Q47750
Lorien	LN	13.4	2010-10-18	Q47750
CFI Group	LN	11.9	2010-10-15	Q47750
EMG	LN	12.1	2010-10-14	Q47750
GPG	LN	12.3	2010-10-12	Q47750
Crespi	LN	13.8	2010-10-11	Q47750
CFI Group	LN	10.7	2010-10-08	Q47750
Ipsos	LN	12.1	2010-10-04	Q47750
ISPO	LN	12.9	2010-10-04	Q47750
Crespi	LN	13.5	2010-10-04	Q47750
Euromedia	LN	12.1	2010-10-02	Q47750
CFI Group	LN	9.5	2010-10-01	Q47750
IPR	LN	12	2010-10-01	Q47750
ScenariPolitici	LN	10.7	2010-09-29	Q47750
